family_name,brochure_code,room_type,booking_id,customer_id,booked_date,departure_date,duration,pax,insurance_code,holiday_cost,destination_code
Henry,A,Family,1154965,1668025,28NOV2012,21SEP2013,12,4,1,"£5,777.42",MT
Ridley,D,Family,1154987,1668040,02JAN2012,08MAR2012,14,5,0,"£8,416.14",AF
Blamey,I,Family,1155007,1668109,08NOV2014,12AUG2015,7,5,0,"£3,340.46",SE
Blamey,J,Double,1155038,1668109,10NOV2013,23FEB2014,14,2,0,"£2,676.42",LV
Sherrell,I,Dormitory,1155140,1668447,06FEB2013,24NOV2013,14,6,0,"£5,042.28",BN
Kettlewell,I,Family,1155155,1668488,18DEC2014,18JAN2015,14,4,0,"£5,324.46",JM
Turrill,B,Family,1155174,1668510,06JAN2013,28APR2013,14,5,0,"£6,662.54",CF
Tipping,M,Double,1155190,1668592,16APR2010,29OCT2010,7,2,1,"£1,352.56",OY
Tipping,A,Family,1155256,1668592,13APR2012,12JUL2012,14,4,0,"£5,323.18",ZC
Scurrah,R,Single,1155288,1668628,27AUG2016,15NOV2016,14,1,1,"£1,691.36",LP
Tregellas,S,Tripple,1155290,1668846,15NOV2012,01JAN2013,14,3,1,"£4,009.46",MU
Trewhella,U,Dormitory,1155314,1669055,24JAN2015,24APR2015,14,6,1,"£5,052.16",ZD
Gandy,H,Double,1155386,1669221,13OCT2012,30JAN2013,12,2,1,"£2,895.32",SA
Newey,H,Family,1155511,1669312,26AUG2017,09JUN2018,7,5,1,"£2,117.98",UA
Brinkler,Q,Tripple,1155563,1669380,10FEB2017,22NOV2017,7,3,0,"£2,005.40",TK
Bounds,M,Tripple,1155656,1669585,18JAN2013,05APR2013,14,3,0,"£5,049.76",KR
Catterall,O,Tripple,1155784,1669636,22JAN2014,23FEB2014,3,3,0,£550.96,MD
Lowe,B,Family,1155799,1669811,12OCT2013,25JUL2014,14,5,0,"£6,655.74",BU
Compton,F,Double,1155914,1669902,27JAN2013,08MAY2013,12,2,1,"£2,299.38",XV
Ramsbottom,R,Double,1155958,1669984,18JUL2020,06MAY2021,12,2,0,"£2,293.66",AE
Gelsthorpe,J,Single,1155999,1669989,30NOV2014,25JAN2015,3,1,1,£300.24,TR
Allison,P,Double,1156035,1670078,26OCT2018,27NOV2018,14,2,0,"£1,695.14",LH
Mann,C,Tripple,1156061,1670148,06AUG2014,08SEP2014,7,3,1,"£2,005.84",LM
Sercombe,K,Double,1156065,1670262,18AUG2012,19SEP2012,7,2,1,£859.46,ZJ
Woolston,Q,Tripple,1156152,1670265,29JUL2012,07AUG2012,12,3,0,"£2,175.42",QT
Boucher,T,Tripple,1156208,1670672,19NOV2019,04SEP2020,12,3,0,"£2,176.82",AR
Boucher,Q,Family,1156290,1670672,21NOV2018,27AUG2019,7,5,0,"£3,338.78",TA
Norbury,O,Family,1156304,1671010,07NOV2013,18NOV2013,7,4,1,"£1,697.72",AW
Norbury,V,Double,1156506,1671010,02NOV2013,06MAY2014,7,2,1,"£1,348.06",AV
Whiteside,O,Family,1156682,1671020,14AUG2019,01NOV2019,14,4,0,"£5,331.40",PV
Whiteside,X,Single,1156717,1671020,16AUG2017,29OCT2017,14,1,0,"£1,342.52",XF
Alty,Y,Tripple,1156792,1671099,06OCT2012,16DEC2012,14,3,1,"£4,005.80",CF
Pavey,G,Family,1156824,1671379,19DEC2013,31JAN2014,12,4,1,"£5,767.84",TL
Cutforth,M,Double,1156869,1671407,11JAN2013,29APR2013,14,2,1,"£2,674.70",NX
Knatchbull,X,Double,1156978,1671470,12DEC2014,18SEP2015,7,2,0,"£1,697.28",NZ
Gilhespie,E,Family,1157007,1671727,06NOV2012,20FEB2013,14,5,0,"£8,414.32",EA
Gilhespie,W,Family,1157014,1671727,27OCT2014,28DEC2014,14,5,0,"£8,408.28",MI
Meen,W,Dormitory,1157037,1671812,09JUN2014,30MAR2015,7,9,0,"£7,576.20",VT
Bennion,R,Double,1157083,1672256,25JAN2014,17NOV2014,14,2,1,"£2,685.20",DC
Read,L,Family,1157092,1672327,25JAN2014,22FEB2014,7,5,0,"£3,340.74",UT
Leaper,Z,Double,1157093,1672618,08JAN2015,30APR2015,7,2,1,"£1,344.34",CA
Bacon,S,Family,1157178,1672624,25SEP2012,19APR2013,3,4,1,"£1,455.70",SK
Tunstall,H,Family,1157351,1672777,13AUG2012,20FEB2013,7,5,0,"£3,339.36",UJ
Tongue,I,Single,1157452,1672949,21OCT2014,31JAN2015,12,1,0,"£1,151.46",DR
Purcell,R,Double,1157460,1673001,25JAN2014,27OCT2014,12,2,1,"£1,447.54",XH
Purcell,N,Double,1157594,1673001,31JAN2014,30MAR2014,14,2,0,"£2,677.76",OV
Wacher,H,Family,1157609,1673027,11MAR2014,13DEC2014,14,5,0,"£6,661.98",BU
Thornber,E,Double,1157639,1673030,12OCT2015,22DEC2015,7,2,0,"£1,330.74",UT
Orpen,J,Double,1157662,1673044,15JAN2015,20OCT2015,14,2,1,"£3,381.94",CU
Orpen,T,Tripple,1157721,1673044,11JAN2014,24MAR2014,12,3,1,"£2,163.02",XT
Hobley,Q,Tripple,1157731,1673151,06MAY2018,26AUG2018,7,3,1,"£1,266.40",UA
Annetts,P,Single,1157744,1673154,03JUL2018,16APR2019,3,1,1,£304.46,WG
Tapley,Q,Double,1157847,1673367,26NOV2013,08SEP2014,7,2,1,"£1,353.82",AN
Butterfield,F,Double,1157886,1673413,01AUG2017,22MAY2018,7,2,1,"£1,342.98",GR
Cockram,F,Double,1157944,1673441,12SEP2014,04JUL2015,14,2,0,"£3,372.28",NC
Solley,X,Family,1157980,1673525,29AUG2014,23DEC2014,7,5,1,"£3,344.22",OV
Sheard,Z,Double,1158011,1673583,05JUN2014,13JUN2014,7,2,0,"£1,347.60",GW
Redgate,E,Double,1158047,1673600,21JAN2013,17MAY2013,14,2,0,"£2,678.50",LV
Fox,A,Dormitory,1158051,1674105,30OCT2013,28JAN2014,7,6,1,"£5,052.36",BQ
Weddell,Y,Tripple,1158136,1674292,22JAN2013,07FEB2013,7,3,0,"£2,005.32",SO
Nottage,X,Tripple,1158373,1674317,27JAN2015,12MAY2015,14,3,1,"£4,001.66",CG
Kellett,G,Family,1158380,1674320,09JUL2012,21APR2013,12,4,0,"£4,576.82",RJ
Munckton,C,Single,1158504,1674360,31DEC2013,27APR2014,7,1,0,£667.42,CX
Padfield,S,Double,1158547,1674442,22OCT2014,20NOV2014,12,2,1,"£2,290.90",GZ
Woollatt,U,Double,1158593,1674537,29JAN2015,05APR2015,7,2,1,"£1,346.00",UN
Harradine,B,Family,1158604,1674572,25JAN2014,28FEB2014,12,5,0,"£3,606.76",BN
Angrove,M,Tripple,1158644,1674634,03JAN2014,01OCT2014,14,3,0,"£5,048.64",EV
Seaward,A,Dormitory,1158665,1674637,09SEP2013,07NOV2013,7,6,1,"£2,526.58",XH
Seaward,I,Double,1158807,1674637,12SEP2013,20JUN2014,7,2,1,"£1,689.18",GX
Jenkin,Q,Family,1158844,1674696,28NOV2014,29AUG2015,7,4,1,"£2,674.08",UX
Binge,L,Family,1158994,1674707,30NOV2013,19FEB2014,14,5,1,"£4,213.94",ZJ
Davey,Y,Dormitory,1159124,1674842,20SEP2014,26NOV2014,14,9,0,"£11,984.76",UD
Arundale,D,Tripple,1159131,1674850,09OCT2020,02DEC2020,7,3,1,"£2,008.20",DR
Woodall,A,Family,1159138,1674884,14AUG2014,21OCT2014,14,5,0,"£6,665.92",TB
Denby,O,Family,1159155,1675033,14DEC2012,30SEP2013,7,5,0,"£4,208.76",BA
Firth,P,Family,1159162,1675082,08DEC2014,13JUN2015,7,4,0,"£2,662.08",UD
Poulter,T,Double,1159186,1675478,30OCT2014,08NOV2014,14,2,1,"£2,675.18",ML
Woodhouse,W,Dormitory,1159295,1675507,17DEC2014,07MAR2015,7,6,0,"£5,041.32",ND
Wakeling,G,Tripple,1159328,1675599,13SEP2013,17NOV2013,7,3,0,"£1,999.92",SR
Mullinger,Z,Single,1159340,1675725,09MAY2012,09NOV2012,14,1,0,"£1,337.28",MG
Orgee,F,Family,1159341,1676139,07NOV2013,27JAN2014,14,5,1,"£4,213.64",SC
Blatherwick,U,Tripple,1159462,1676195,25FEB2012,12DEC2012,14,3,1,"£4,011.64",BD
Stannard,H,Double,1159487,1676217,23JAN2014,09MAR2014,14,2,0,"£2,663.16",RM
Stannard,U,Dormitory,1159583,1676217,20JAN2015,03NOV2015,7,9,0,"£6,000.60",LT
Waterman,N,Double,1159690,1676222,11AUG2013,24FEB2014,7,2,1,£842.74,PL
Atwood,P,Family,1159819,1676349,22OCT2012,15AUG2013,7,5,1,"£4,208.16",SZ
Mortlock,T,Double,1159839,1676827,28DEC2012,13JUL2013,14,2,1,"£1,703.38",CS
Fincham,U,Double,1159849,1676895,11JAN2014,22FEB2014,7,2,1,"£1,332.34",SG
Pratt,Y,Double,1159888,1676931,23NOV2014,05FEB2015,14,2,0,"£3,377.94",NE
Sinnock-S,H,Dormitory,1159944,1676945,21DEC2012,29SEP2013,3,9,1,"£2,589.28",GM
Martin,J,Family,1160066,1677174,11JUL2014,23JUL2014,3,4,1,"£1,155.04",UN
Martin,D,Family,1160118,1677174,29JUN2012,31MAR2013,7,4,1,"£1,692.38",LA
Gould,Q,Family,1160193,1677324,12JAN2014,24OCT2014,14,4,0,"£5,329.94",BF
Walby,E,Double,1160362,1677388,01JAN2013,20JAN2013,14,2,1,"£3,378.08",JD
Bates,H,Tripple,1160435,1677562,03JAN2014,26JUL2014,14,3,0,"£4,005.02",QF
Storr,J,Double,1160446,1677721,15JAN2014,21OCT2014,14,2,0,"£2,676.74",QF
Storr,G,Double,1160495,1677721,18JAN2015,25OCT2015,12,2,1,"£1,462.14",LN
Shoebottom,L,Double,1160647,1677849,20JAN2015,23OCT2015,14,2,0,"£2,666.28",TR
Tregelles,W,Dormitory,1160660,1678081,25SEP2014,26NOV2014,14,6,0,"£7,987.58",QC
Tuxford,K,Family,1160706,1678163,26AUG2014,01JUN2015,14,5,1,"£8,414.50",SA
Witt,K,Tripple,1160713,1678324,29JAN2013,11NOV2013,7,3,0,"£2,013.26",ZG
Witt,R,Tripple,1160909,1678324,19JAN2015,17FEB2015,12,3,0,"£2,175.24",MD
Minns,Z,Double,1160950,1678335,19SEP2014,03JAN2015,7,2,0,"£1,332.44",UK
Bramall,S,Family,1160974,1678503,07JUL2014,19SEP2014,14,4,0,"£3,370.84",ZL
Hannaford,W,Family,1161026,1678718,18DEC2013,05JUL2014,14,4,0,"£5,326.34",GA
Mash,M,Double,1161116,1678779,07OCT2012,26DEC2012,14,2,0,"£1,693.96",XT
Puleston,L,Dormitory,1161382,1678982,22JAN2015,10APR2015,7,6,0,"£5,041.98",MK
Gallant,P,Dormitory,1161483,1679236,18JAN2013,31MAR2013,14,7,0,"£9,327.28",UN
Gomme,Y,Tripple,1161546,1679386,12NOV2014,29JAN2015,14,3,0,"£4,008.00",ME
Lonsdale,N,Tripple,1161583,1679473,13JAN2014,15APR2014,7,3,1,"£2,001.56",UD
Ridsdale,A,Dormitory,1161613,1679474,02DEC2014,17JUN2015,14,7,0,"£9,324.46",QE
Ridsdale,D,Tripple,1161639,1679474,03DEC2014,04MAR2015,14,3,0,"£4,004.70",AO
Ridsdale,D,Family,1161845,1679474,01DEC2013,29JAN2014,7,5,0,"£3,325.32",LY
Coulton,D,Dormitory,1161868,1679611,23MAY2012,06AUG2012,14,9,0,"£11,977.54",QN
Walsh,E,Tripple,1161953,1679729,24SEP2019,06DEC2019,3,3,0,£872.38,AB
Newington,J,Tripple,1161992,1679751,14NOV2013,18DEC2013,7,3,1,"£1,277.78",LH
Casson,N,Dormitory,1162109,1679854,14OCT2015,22DEC2015,7,6,1,"£4,014.80",QY
Lenton,F,Tripple,1162134,1680116,20MAY2016,28FEB2017,7,3,0,"£2,006.14",QE
Roseveare,G,Family,1162175,1680185,08JAN2014,27OCT2014,12,5,0,"£7,207.76",LK
Weighill,V,Tripple,1162222,1680224,21MAR2016,11OCT2016,14,3,0,"£2,526.38",SW
Blunsden,F,Family,1162290,1680238,26OCT2013,24JUL2014,7,5,1,"£3,334.04",LT
Penwarden,V,Family,1162357,1680250,20DEC2013,10JUL2014,14,4,0,"£3,368.00",ZV
Penwarden,Y,Family,1162466,1680250,20DEC2014,28FEB2015,14,5,1,"£4,205.72",LA
Phippen,W,Tripple,1162581,1680300,11NOV2012,17JAN2013,3,3,1,£562.40,TH
Phippen,V,Family,1162654,1680300,16NOV2010,10JUN2011,7,4,1,"£3,369.68",LK
Crimp,S,Family,1162734,1680456,03APR2018,04JUN2018,7,5,0,"£3,327.70",CP
Toms,H,Family,1162779,1680702,08OCT2013,14JAN2014,7,5,1,"£3,333.98",UR
Jacks,F,Tripple,1162797,1680890,24MAR2020,22DEC2020,7,3,0,"£2,012.70",VE
Wapshott,V,Double,1162825,1680986,20DEC2014,18FEB2015,7,2,0,"£1,346.88",SX
Wapshott,E,Family,1162834,1680986,23DEC2014,10APR2015,3,5,1,"£1,441.02",MG
Evely,M,Double,1162860,1681036,07SEP2020,09MAR2021,7,2,1,£853.86,DV
Limbrick,N,Double,1162915,1681339,15NOV2012,24JAN2013,7,2,1,£849.18,WY
Doggett,F,Dormitory,1162923,1681427,05DEC2012,24SEP2013,7,9,0,"£5,990.72",LT
Grummitt,C,Tripple,1162931,1681490,12JAN2014,21OCT2014,12,3,1,"£4,336.60",VT
Godsall,O,Dormitory,1163014,1681532,20MAY2012,13SEP2012,7,9,1,"£3,791.70",XJ
Hicks,P,Family,1163056,1681572,16DEC2012,03OCT2013,7,5,1,"£3,344.18",MA
Newson,R,Family,1163172,1681710,27JAN2015,07AUG2015,14,4,0,"£6,730.24",TI
Rhodes,X,Double,1163228,1681791,12SEP2012,15MAR2013,12,2,0,"£1,441.76",BN
Limer,D,Dormitory,1163271,1681813,30OCT2013,22MAY2014,7,7,0,"£4,665.78",BF
Sergeant,F,Family,1163328,1681924,01SEP2012,11NOV2012,14,5,0,"£6,668.98",TR
Sergeant,E,Family,1163495,1681924,01SEP2013,21JUN2014,12,4,1,"£2,893.10",XY
Hatt,F,Double,1163603,1681943,08DEC2013,04FEB2014,7,2,0,"£1,344.10",HT
Hatt,R,Dormitory,1163665,1681943,11DEC2014,25FEB2015,14,6,0,"£10,093.28",NT
Back,A,Double,1163753,1681995,25DEC2014,04APR2015,12,2,0,"£2,893.28",QV
Lusty,O,Double,1163816,1682018,12JAN2014,29JUL2014,7,2,0,"£1,341.50",XU
Loveridge,M,Family,1163919,1682149,19OCT2012,24DEC2012,7,4,0,"£2,663.14",CF
Cowdray,E,Family,1163935,1682192,14MAY2014,22FEB2015,7,4,0,"£3,375.50",BJ
Kelly,N,Double,1163966,1682219,11JAN2014,29APR2014,7,2,1,£854.50,KN
Gleave,C,Dormitory,1164015,1682333,14JUL2014,11JAN2015,14,6,1,"£7,994.48",GA
Pynchon,W,Family,1164150,1682436,15AUG2019,26NOV2019,3,5,0,"£1,429.06",MU
Allison,K,Family,1164251,1682508,03FEB2020,25APR2020,7,5,0,"£2,115.64",KN
Sugden,W,Family,1164375,1682783,02OCT2012,03JAN2013,14,4,1,"£6,733.06",NP
Tame,X,Single,1164388,1682993,28APR2014,07JUL2014,12,1,0,"£1,158.96",IN
Dallimore,P,Family,1164547,1683028,12NOV2012,16JAN2013,14,4,0,"£5,320.68",TE
Swaffer,F,Family,1164592,1683113,09JAN2014,22MAR2014,3,5,0,"£1,815.18",MR
Hock,Y,Tripple,1164611,1683118,01MAY2012,08MAY2012,7,3,0,"£2,011.08",MA
Honeywill,M,Family,1164665,1683130,11JAN2015,18FEB2015,7,5,0,"£3,341.10",QH
Orton,Y,Family,1164667,1683236,06NOV2013,15JAN2014,14,4,1,"£5,327.46",JM
York,G,Tripple,1164695,1683243,04FEB2013,16MAY2013,7,3,1,"£2,005.78",VA
Waterman,N,Family,1164730,1683316,13AUG2012,14OCT2012,14,5,0,"£8,410.34",BQ
Udall,A,Family,1164736,1683373,16SEP2012,27NOV2012,12,4,1,"£4,577.32",UT
Stupples,E,Family,1164747,1683470,21NOV2013,22FEB2014,7,4,0,"£2,675.90",GQ
Stupples,P,Double,1164817,1683470,21NOV2014,26AUG2015,14,2,1,"£2,675.24",UY
Wakeling,L,Dormitory,1164857,1683559,28MAR2020,30APR2020,14,6,1,"£7,998.80",PT
Wakeling,K,Family,1164984,1683559,29MAR2021,26DEC2021,14,4,0,"£6,722.50",MT
Corbet,V,Family,1165012,1683630,25AUG2013,18JUN2014,14,5,1,"£6,668.04",DK
Shreeve,C,Tripple,1165043,1683674,01SEP2013,19JUN2014,14,3,1,"£2,529.36",QJ
Shreeve,C,Family,1165048,1683674,29AUG2013,14NOV2013,3,5,0,£905.98,ZJ
Ashman,G,Double,1165202,1683720,06FEB2014,18FEB2014,7,2,0,"£1,348.60",SM
Ashman,A,Tripple,1165206,1683720,02FEB2013,07MAY2013,14,3,1,"£5,056.02",YW
Ballard,O,Single,1165262,1683735,14DEC2012,24MAR2013,3,1,1,£367.52,BO
Scruby,U,Family,1165295,1683808,19NOV2013,31MAY2014,7,4,0,"£2,672.14",LE
Blenkiron,Y,Double,1165365,1683825,16NOV2013,02SEP2014,14,2,1,"£2,678.74",GR
Rosbottom,N,Single,1165421,1683909,30SEP2012,21OCT2012,14,1,0,"£1,346.36",UX
Withey,W,Tripple,1165637,1684000,12MAR2019,23SEP2019,7,3,0,"£2,007.88",LE
Elsmore,R,Family,1165708,1684578,15JAN2013,14OCT2013,7,4,0,"£1,680.62",SL
Bulford,X,Tripple,1165750,1684636,10JAN2013,22OCT2013,7,3,1,"£1,268.26",LH
Ormerod,K,Double,1165906,1684716,07JAN2013,11OCT2013,12,2,0,"£2,887.96",SK
Wheatcroft,X,Tripple,1165916,1684742,25NOV2012,26JAN2013,7,3,0,"£2,010.16",CR
Hartnoll,A,Family,1165953,1684757,23JAN2015,08APR2015,14,5,1,"£6,666.42",TB
Curran,R,Double,1165965,1684934,02AUG2013,28SEP2013,3,2,0,£377.76,UV
Paulet,A,Family,1165990,1685168,10FEB2014,13NOV2014,12,4,0,"£2,887.06",DB
Cooling,K,Tripple,1166054,1685235,19JAN2013,03AUG2013,7,3,1,"£1,284.70",ZE
Felton,J,Dormitory,1166072,1685251,31OCT2012,10DEC2012,14,9,0,"£7,564.14",JE
Wookey,V,Double,1166081,1685470,30NOV2019,13FEB2020,7,2,1,"£1,687.92",AA
Donnelly,T,Double,1166093,1685551,27DEC2013,18MAR2014,12,2,1,"£2,289.18",SY
Udall,T,Double,1166219,1685553,14MAR2015,15APR2015,14,2,0,"£2,665.56",QF
Whitbread,A,Family,1166264,1685561,14NOV2014,14JAN2015,7,4,0,"£2,676.80",UX
Grimwade,X,Family,1166490,1685661,16OCT2014,21JUL2015,14,5,1,"£6,668.78",CC
Muggleston,C,Family,1166760,1685826,14JAN2014,21OCT2014,14,5,0,"£6,661.82",KL
Firth,C,Double,1166770,1685908,01NOV2012,05FEB2013,7,2,1,"£1,352.20",MZ
Wakeling,Y,Family,1166782,1686007,22MAY2012,15JUN2012,7,5,0,"£3,331.06",DM
Ovendon,G,Tripple,1166785,1686093,29SEP2012,09APR2013,7,3,1,"£2,538.18",KM
Grimwade,F,Family,1166805,1686134,10DEC2014,04APR2015,14,5,0,"£6,665.92",MP
Lodge,E,Double,1166881,1686647,30DEC2013,24FEB2014,14,2,1,"£2,677.18",LE
Bainbridge,M,Single,1166901,1686882,10DEC2014,02OCT2015,14,1,1,"£1,346.34",EG
Hirst,I,Double,1167034,1687029,22NOV2012,07FEB2013,7,2,1,"£1,350.30",XM
Mallam,L,Family,1167061,1687031,16OCT2013,07JAN2014,12,4,1,"£4,571.52",TB
Basnett,Z,Family,1167074,1687071,25JAN2014,13MAR2014,7,4,0,"£1,683.96",LL
Laidlaw,Y,Family,1167363,1687169,07NOV2014,15AUG2015,14,4,0,"£5,324.26",LW
Hepworth,E,Family,1167367,1687339,24DEC2014,13MAR2015,14,4,1,"£5,324.12",PT
Osborne,P,Family,1167369,1687499,21NOV2012,23AUG2013,7,5,1,"£3,334.90",BC
Osborne,G,Dormitory,1167379,1687499,22NOV2013,25DEC2013,7,6,1,"£5,047.84",BK
Todhunter,J,Tripple,1167471,1687543,16JAN2015,18MAR2015,14,3,1,"£3,996.90",SN
Weetman,Z,Family,1167544,1687694,19AUG2013,17OCT2013,7,5,1,"£2,118.32",BG
Baxter,L,Dormitory,1167560,1687917,09OCT2013,18NOV2013,12,6,1,"£4,339.52",TH
Tibbetts,C,Double,1167612,1687950,21OCT2013,26JAN2014,7,2,1,"£1,340.92",HY
Lewry,K,Tripple,1167779,1687972,31AUG2014,14MAR2015,12,3,0,"£2,172.12",TH
Tyrrell,E,Dormitory,1167785,1687977,30DEC2014,06OCT2015,7,6,0,"£4,008.40",DR
Tyrrell,C,Tripple,1167802,1687977,31DEC2013,12OCT2014,7,3,0,"£2,013.00",VC
Sneath,C,Double,1167936,1688109,22NOV2013,22JAN2014,7,2,0,"£1,681.24",SK
Sinnock-S,W,Single,1168012,1688227,23OCT2014,27JUL2015,14,1,1,"£1,684.62",QV
Cowen,Q,Double,1168054,1688382,18SEP2014,30OCT2014,7,2,1,£857.50,LL
Cowen,P,Tripple,1168065,1688382,16SEP2013,24JUN2014,7,3,1,"£2,009.90",IC
Chown,L,Single,1168165,1688407,18JUL2014,21AUG2014,7,1,0,£422.82,XH
Crocombe,N,Family,1168332,1688545,12NOV2012,28AUG2013,14,4,1,"£5,332.66",UP
Whalebelly,U,Family,1168356,1688683,16SEP2012,26MAR2013,14,4,0,"£3,364.14",GY
Sealey,Z,Dormitory,1168367,1688768,11DEC2017,27JUN2018,3,6,1,"£2,166.02",BB
Eddison,Q,Tripple,1168379,1688836,10JUL2016,25APR2017,7,3,0,"£2,013.36",ZG
Scotton,C,Family,1168417,1688966,26FEB2016,13DEC2016,12,5,1,"£5,714.12",RC
Blackwood,S,Family,1168547,1689046,02OCT2016,17NOV2016,12,5,1,"£5,724.52",RN
Pengilly,M,Dormitory,1168567,1689211,30DEC2014,17APR2015,12,6,1,"£4,326.74",XH
Emmott,U,Family,1168592,1689317,06OCT2018,15JUL2019,14,5,1,"£6,674.92",AB
Coxall,R,Family,1168616,1689346,19JAN2015,21MAR2015,7,4,0,"£3,363.48",NT
Brooker,D,Family,1168638,1689522,30JAN2015,22MAR2015,14,5,1,"£8,413.40",SP
Drinkall,N,Tripple,1168650,1689570,15DEC2013,13JUN2014,14,3,0,"£4,004.94",PR
Parham,N,Single,1168727,1689612,16OCT2013,08AUG2014,12,1,0,"£1,155.72",UT
Vinson,S,Dormitory,1168739,1689665,26JAN2015,25FEB2015,14,6,0,"£5,057.20",LR
Foale,J,Double,1168859,1689864,28DEC2012,21JUL2013,7,2,0,"£1,684.92",BH
Wroth,K,Double,1168906,1689926,08FEB2014,16NOV2014,7,2,0,£856.48,XP
Holdom,D,Double,1168916,1690201,09JAN2015,14APR2015,14,2,0,"£2,677.96",CZ
Honess,O,Tripple,1168986,1690356,17OCT2013,25JUL2014,14,3,1,"£4,001.14",GZ
Slocombe,A,Family,1168988,1690942,28AUG2013,04NOV2013,7,4,1,"£2,675.96",DC
Lucy,U,Tripple,1168994,1690968,09APR2014,10JUN2014,7,3,0,"£2,523.96",BH
Pocklington,B,Double,1169042,1690982,01JAN2014,29JAN2014,7,2,1,"£1,342.00",BM
Fifett,G,Family,1169127,1691116,01FEB2014,23FEB2014,7,4,1,"£2,674.56",QC
Fifett,N,Family,1169280,1691116,04FEB2015,13APR2015,12,5,1,"£5,706.28",RM
Congdon,J,Tripple,1169396,1691141,21AUG2014,18FEB2015,7,3,1,"£2,005.58",MU
Leach,Y,Double,1169491,1691329,12JAN2015,03NOV2015,7,2,1,"£1,692.98",NE
Kitto-W,M,Family,1169496,1691522,04DEC2012,06JUN2013,7,5,1,"£2,115.12",XN
Crossman,V,Family,1169517,1691525,01DEC2014,28DEC2014,14,4,0,"£5,325.18",WK
Woodhams,O,Double,1169566,1691533,05DEC2013,22MAR2014,7,2,1,£855.38,ZM
Wreford,G,Dormitory,1169734,1691753,25OCT2012,31JAN2013,14,6,1,"£10,100.04",CU
Trelawny,P,Single,1169946,1691781,06JAN2013,24MAR2013,3,1,1,£193.42,JE
Christy,N,Family,1170003,1691788,20SEP2013,20NOV2013,14,4,0,"£5,328.22",CK
Eardley,M,Family,1170047,1692101,23DEC2012,12MAR2013,12,5,1,"£5,721.00",AB
Whittingham,I,Double,1170084,1692124,25JAN2014,22MAR2014,14,2,1,"£2,672.54",QN
Hookway,F,Family,1170116,1692278,15FEB2017,19NOV2017,7,5,0,"£4,205.00",MI
Shuker,Y,Dormitory,1170230,1692462,15OCT2012,01AUG2013,12,6,0,"£6,848.88",VE
Shuker,D,Double,1170258,1692462,22OCT2014,20JUL2015,14,2,0,"£3,360.70",KE
Vaisey,O,Double,1170296,1692603,24SEP2012,09DEC2012,14,2,1,"£2,663.46",NS
Message,R,Double,1170378,1693101,24JAN2015,10MAR2015,12,2,1,"£1,446.74",QT
Crober,L,Double,1170403,1693109,22JAN2013,01NOV2013,7,2,0,"£1,683.34",SA
Crober,A,Double,1170429,1693109,17JAN2015,20MAR2015,7,2,0,£849.86,XW
Holden,Q,Tripple,1170487,1693250,24APR2012,07MAY2012,14,3,1,"£4,001.32",XM
Moran,J,Double,1170556,1693268,28SEP2017,20JUL2018,7,2,1,"£1,687.18",TM
Beddall,T,Double,1170586,1693320,30JUN2013,21AUG2013,14,2,0,"£2,678.48",DC
Turnbull,D,Double,1170706,1693409,11JAN2013,01MAR2013,7,2,0,£853.08,PA
Pomeroy,P,Tripple,1170722,1693488,12NOV2014,05MAR2015,7,3,0,"£2,001.82",CF
Abbs,W,Tripple,1170726,1693550,09NOV2012,19DEC2012,14,3,1,"£3,994.84",AB
Kirk,U,Family,1170883,1693719,18DEC2014,18SEP2015,7,4,0,"£3,378.64",LK
Marsham,Y,Double,1170945,1693743,30OCT2013,14FEB2014,14,2,0,"£2,664.16",ML
Langmead,D,Single,1170960,1693842,06FEB2013,16APR2013,7,1,0,£677.52,AS
Sherston,Y,Dormitory,1171066,1693876,29JAN2014,04NOV2014,14,9,0,"£11,978.86",FS
Cullimore,O,Dormitory,1171131,1693894,15JAN2014,02AUG2014,3,9,0,"£1,626.66",ZD
Bourner,W,Family,1171169,1694249,20JUL2013,04FEB2014,7,4,1,"£1,695.44",FW
Tapping,J,Tripple,1171185,1694304,07JAN2013,19MAR2013,14,3,0,"£5,058.78",VN
Grose,B,Tripple,1171219,1694355,14DEC2012,23SEP2013,12,3,0,"£2,173.16",XA
Botterell,Z,Family,1171298,1694681,12OCT2019,25DEC2019,14,4,1,"£3,376.86",KN
Mortin,I,Double,1171407,1694697,04FEB2015,03MAR2015,7,2,1,£846.90,CY
Horwood,D,Double,1171422,1694903,17OCT2014,13DEC2014,12,2,1,"£2,292.86",VC
Brammall,M,Double,1171497,1694990,12DEC2014,20JUN2015,12,2,0,"£1,440.70",CY
Bunt,J,Family,1171551,1695035,09DEC2012,24FEB2013,7,4,0,"£2,668.56",PR
Higson,M,Double,1171715,1695116,28DEC2014,26SEP2015,3,2,1,£577.80,CG
Southgate,N,Double,1171974,1695152,07NOV2014,24MAY2015,7,2,0,"£1,690.28",PN
Huggett,E,Family,1172021,1695340,22DEC2014,21SEP2015,7,5,1,"£4,215.64",IO
Gunn,E,Family,1172050,1695347,24SEP2013,07NOV2013,14,5,0,"£6,661.06",BD
Warren,U,Family,1172075,1695465,14JAN2014,05NOV2014,14,4,0,"£5,320.78",PS
Titmus-S,Y,Double,1172117,1695772,22SEP2012,02NOV2012,14,2,1,"£3,373.22",CU
